Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Item_Category,Visibility_MeanRatio,Outlet_Location_Score,High_MRP_Flag
NCB30,14.6,Low Fat,0.025578526,Household,198.8084,OUT027,1985,Medium,Tier 3,Supermarket Type3,5555.4352,28,NC,0.3643734011022219,3,1
FDW11,12.6,Low Fat,0.0489808,Breads,61.9194,OUT018,2009,Medium,Tier 3,Supermarket Type2,619.194,4,FD,0.6977454715219988,3,0
NCM43,14.5,Low Fat,0.019471688,Others,164.821,OUT035,2004,Small,Tier 2,Supermarket Type1,2120.573,9,NC,0.2773797513492889,2,1
FDK44,16.6,Low Fat,0.122918852,Fruits and Vegetables,173.0738,OUT017,2007,Small,Tier 2,Supermarket Type1,3823.0236,6,FD,1.7510141187502613,2,1
FDM15,11.8,Regular,0.057373797,Meat,151.4366,OUT013,1987,High,Tier 3,Supermarket Type1,1360.2294,26,FD,0.8173061085317603,3,1
FDS31,13.1,Regular,0.044155597,Fruits and Vegetables,178.8318,OUT013,1987,High,Tier 3,Supermarket Type1,3969.4996,26,FD,0.629009078028541,3,1
FDI32,17.7,Low Fat,0.291865402,Fruits and Vegetables,115.1834,OUT010,1998,Small,Tier 3,Grocery Store,345.5502,15,FD,4.157705928434157,3,0
FDR47,17.85,Low Fat,0.087604647,Breads,196.5794,OUT010,1998,Small,Tier 3,Grocery Store,585.2382,15,FD,1.2479531924454739,3,1
FDB35,12.3,Regular,0.064750025,Starchy Foods,92.6804,OUT045,2002,Small,Tier 2,Supermarket Type1,1010.6844,11,FD,0.922382581025345,2,0
NCU05,11.8,Low Fat,0.098312421,Health and Hygiene,81.4618,OUT010,1998,Small,Tier 3,Grocery Store,161.1236,15,NC,1.4004884882875386,3,0
DRY23,9.395,Regular,0.191013663,Soft Drinks,42.1112,OUT019,1985,Small,Tier 1,Grocery Store,42.6112,28,DR,2.72104413070181,1,0
FDO24,11.1,Low Fat,0.176573035,Baking Goods,157.4604,OUT045,2002,Small,Tier 2,Supermarket Type1,3010.7476,11,FD,2.515333264547443,2,1
FDQ28,14.0,Regular,0.060134441,Frozen Foods,153.0656,OUT027,1985,Medium,Tier 3,Supermarket Type3,6024.1584,28,FD,0.8566322699967502,3,1
FDV39,11.3,Low Fat,0.007294652,Meat,198.1426,OUT045,2002,Small,Tier 2,Supermarket Type1,988.713,11,FD,0.10391439909778714,2,1
NCO17,10.0,Low Fat,0.128478462,Health and Hygiene,117.944,OUT019,1985,Small,Tier 1,Grocery Store,239.688,28,NC,1.8302123495045244,1,0
FDU50,5.75,Regular,0.075107656,Dairy,112.8176,OUT013,1987,High,Tier 3,Supermarket Type1,1374.2112,26,FD,1.0699299899273202,3,0
FDT12,6.215,Regular,0.049381406,Baking Goods,226.8062,OUT027,1985,Medium,Tier 3,Supermarket Type3,4739.8302,28,FD,0.7034522182955213,3,1
FDK58,11.35,Regular,0.045165796,Snack Foods,100.0016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1012.016,4,FD,0.6433996510201224,3,0
FDO08,11.1,Regular,0.09415375,Fruits and Vegetables,165.7526,OUT019,1985,Small,Tier 1,Grocery Store,657.8104,28,FD,1.3412470333133473,1,1
NCW29,14.0,Low Fat,0.028907832,Health and Hygiene,130.431,OUT049,1999,Medium,Tier 1,Supermarket Type1,778.986,14,NC,0.41180031501157044,1,0
FDE04,19.75,Regular,0.018059621,Frozen Foods,179.766,OUT045,2002,Small,Tier 2,Supermarket Type1,2336.958,11,FD,0.25726445403410303,2,1
NCB19,6.525,Low Fat,0.090436094,Household,85.0882,OUT049,1999,Medium,Tier 1,Supermarket Type1,2233.0932,14,NC,1.2882879628474384,1,0
FDV15,10.3,Low Fat,0.146399712,Meat,103.9648,OUT049,1999,Medium,Tier 1,Supermarket Type1,1661.8368,14,FD,2.085505669162709,1,0
FDL58,5.78,Regular,0.074264356,Snack Foods,264.7568,OUT049,1999,Medium,Tier 1,Supermarket Type1,4745.8224,14,FD,1.0579169408114524,1,1
FDA08,11.85,Regular,0.050186726,Fruits and Vegetables,164.1526,OUT045,2002,Small,Tier 2,Supermarket Type1,3124.5994,11,FD,0.7149242314746873,2,1
FDT43,16.35,Low Fat,0.020631654,Fruits and Vegetables,50.1324,OUT018,2009,Medium,Tier 3,Supermarket Type2,467.3916,4,FD,0.29390379798836963,3,0
NCX06,17.6,Low Fat,0.01561108,Household,182.5976,OUT027,1985,Medium,Tier 3,Supermarket Type3,5070.7328,28,NC,0.222384288855381,3,1
FDT20,10.5,Low Fat,0.041395445,Fruits and Vegetables,37.6164,OUT046,1997,Small,Tier 1,Supermarket Type1,540.6296,16,FD,0.5896899252439318,1,0
FDB41,19.0,Regular,0.097313129,Frozen Foods,48.0718,OUT046,1997,Small,Tier 1,Supermarket Type1,992.7078,16,FD,1.3862532886230137,1,0
NCN55,14.6,Low Fat,0.059582996,Others,238.8538,OUT049,1999,Medium,Tier 1,Supermarket Type1,6008.845,14,NC,0.8487767786298586,1,1
FDE40,15.6,Regular,0.098663652,Dairy,62.9194,OUT027,1985,Medium,Tier 3,Supermarket Type3,2105.2596,28,FD,1.4054918740980633,3,0
FDX49,4.615,Regular,0.101338651,Canned,232.63,OUT027,1985,Medium,Tier 3,Supermarket Type3,5359.69,28,FD,1.4435979981012619,3,1
NCM53,18.75,Low Fat,0.052146456,Health and Hygiene,104.628,OUT045,2002,Small,Tier 2,Supermarket Type1,745.696,11,NC,0.7428411444876598,2,0
FDE36,5.26,Regular,0.041764487,Baking Goods,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,3275.736,9,FD,0.5949470338314073,2,1
FDN57,18.25,Low Fat,0.054344186,Snack Foods,140.2154,OUT045,2002,Small,Tier 2,Supermarket Type1,1701.7848,11,FD,0.774148435408348,2,0
FDI24,10.3,Low Fat,0.078362484,Baking Goods,177.937,OUT027,1985,Medium,Tier 3,Supermarket Type3,6704.606,28,FD,1.116295943476119,3,1
FDI19,15.1,Low Fat,0.052339069,Meat,242.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,4119.9704,16,FD,0.7455849716302599,1,1
FDF24,15.5,Regular,0.042464962,Baking Goods,81.5934,OUT010,1998,Small,Tier 3,Grocery Store,327.5736,15,FD,0.6049255000705127,3,0
FDG52,13.65,Low Fat,0.065732883,Frozen Foods,45.7402,OUT049,1999,Medium,Tier 1,Supermarket Type1,780.9834,14,FD,0.9363836736708137,1,0
DRF36,16.1,Low Fat,0.023625114,Soft Drinks,189.3846,OUT045,2002,Small,Tier 2,Supermarket Type1,3630.6074,11,DR,0.33654648980194235,2,1
FDS45,5.175,Regular,0.051643608,Snack Foods,107.3622,OUT019,1985,Small,Tier 1,Grocery Store,317.5866,28,FD,0.7356779312517818,1,0
FDX40,12.85,Low Fat,0.165694219,Frozen Foods,39.7164,OUT010,1998,Small,Tier 3,Grocery Store,231.6984,15,FD,2.3603614266125574,3,0
DRK12,9.5,Low Fat,0.041878397,Soft Drinks,32.99,OUT035,2004,Small,Tier 2,Supermarket Type1,133.16,9,DR,0.596569714282953,2,0
DRC27,13.8,Low Fat,0.058091482,Dairy,245.1802,OUT035,2004,Small,Tier 2,Supermarket Type1,5650.6446,9,DR,0.8275297361313354,2,1
FDL58,5.78,Regular,0.074206715,Snack Foods,263.7568,OUT017,2007,Small,Tier 2,Supermarket Type1,2636.568,6,FD,1.0570958283199456,2,1
NCD30,19.7,Low Fat,0.026903714,Household,96.0726,OUT045,2002,Small,Tier 2,Supermarket Type1,1272.3438,11,NC,0.38325108227352356,2,0
NCZ54,14.65,Low Fat,0.083488992,Household,161.5552,OUT010,1998,Small,Tier 3,Grocery Store,324.9104,15,NC,1.189324512664889,3,1
FDE10,6.67,Regular,0.150554711,Snack Foods,130.0626,OUT010,1998,Small,Tier 3,Grocery Store,131.1626,15,FD,2.144694815449182,3,0
FDR44,6.11,Regular,0.1030008935,Fruits and Vegetables,131.2968,OUT010,1998,Small,Tier 3,Grocery Store,260.9936,15,FD,1.4672771167956564,3,0
FDP28,13.65,Regular,0.134975628,Frozen Foods,260.0936,OUT010,1998,Small,Tier 3,Grocery Store,260.9936,15,FD,1.9227663329883935,3,1
FDX15,17.2,Low Fat,0.15616879,Meat,160.6578,OUT013,1987,High,Tier 3,Supermarket Type1,3690.5294,26,FD,2.224668972649896,3,1
FDA39,6.32,Low Fat,0.012727832500000001,Meat,40.2822,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.1838,9,FD,0.18131160555085918,2,0
FDY24,4.88,Regular,0.133700752,Baking Goods,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995.4026,14,FD,1.904605360612441,1,0
FDC60,5.425,Regular,0.115119905,Baking Goods,88.3514,OUT017,2007,Small,Tier 2,Supermarket Type1,1416.8224,6,FD,1.6399158934887286,2,0
FDH28,15.85,Regular,0.110030997,Frozen Foods,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,265.6542,16,FD,1.5674229470282366,1,0
FDT25,7.5,Low Fat,0.051038045,Canned,121.7072,OUT017,2007,Small,Tier 2,Supermarket Type1,3552.7088,6,FD,0.7270515135335887,2,0
DRJ13,12.65,Low Fat,0.062837968,Soft Drinks,161.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867,26,DR,0.8951447834997442,3,1
NCO07,9.06,Low Fat,0.017116983,Others,211.956,OUT019,1985,Small,Tier 1,Grocery Store,213.056,28,NC,0.2438363067644677,1,1
FDW20,20.75,Low Fat,0.024129332,Fruits and Vegetables,124.173,OUT013,1987,High,Tier 3,Supermarket Type1,2956.152,26,FD,0.34372921907871773,3,0
DRF27,8.93,Low Fat,0.049754975,Dairy,152.134,OUT019,1985,Small,Tier 1,Grocery Store,153.134,28,DR,0.70877381528967,1,1
FDS49,9.0,Low Fat,0.079506434,Canned,79.7644,OUT035,2004,Small,Tier 2,Supermarket Type1,1649.8524,9,FD,1.13259183762541,2,0
FDX25,16.7,Low Fat,0.101561568,Canned,181.9292,OUT027,1985,Medium,Tier 3,Supermarket Type3,3101.2964,28,FD,1.4467735143703975,3,1
NCX42,6.36,Low Fat,0.005949644,Household,165.6526,OUT027,1985,Medium,Tier 3,Supermarket Type3,4769.1254,28,NC,0.08475437637131349,3,1
FDG33,5.365,Regular,0.13956116,Seafood,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528,28,FD,1.9880885447023553,3,1
FDL56,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,OUT045,2002,Small,Tier 2,Supermarket Type1,1133.8574,11,FD,1.7954144223579926,2,0
FDF14,7.55,Low Fat,0.027164679,Canned,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.278,9,FD,0.3869686031587631,2,1
NCD06,13.0,Low Fat,0.099325278,Household,45.406,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878,16,NC,1.414916925247518,1,0
DRM47,9.3,Low Fat,0.04357366,Hard Drinks,192.8846,OUT027,1985,Medium,Tier 3,Supermarket Type3,2293.0152,28,DR,0.6207192194214726,3,1
FDS46,17.6,Regular,0.082741482,Snack Foods,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,119.1782,28,FD,1.17867601943045,1,0
FDB35,12.3,Regular,0.064565202,Starchy Foods,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,26,FD,0.9197497246554386,3,0
FDX21,7.05,Low Fat,0.084554569,Snack Foods,109.8912,OUT027,1985,Medium,Tier 3,Supermarket Type3,2074.6328,28,FD,1.2045039610672832,3,0
NCU05,11.8,Low Fat,0.058451805,Health and Hygiene,79.9618,OUT027,1985,Medium,Tier 3,Supermarket Type3,241.6854,28,NC,0.8326626400760488,3,0
NCR38,17.25,Low Fat,0.113748685,Household,251.3724,OUT045,2002,Small,Tier 2,Supermarket Type1,6795.1548,11,NC,1.620382473343276,2,1
NCR18,15.85,Low Fat,0.020603511,Household,42.7112,OUT017,2007,Small,Tier 2,Supermarket Type1,639.168,6,NC,0.29350289292342496,2,0
NCU41,18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.4382,9,NC,0.741395532932723,2,1
FDY56,16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,OUT017,2007,Small,Tier 2,Supermarket Type1,7222.5984,6,FD,0.8940971994621162,2,1
DRJ51,14.1,Low Fat,0.087977262,Dairy,229.0668,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.1352,9,DR,1.2532611994374212,2,1
FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0408,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112,9,FD,0.14260136036489005,2,1
FDY25,12.0,Low Fat,0.033946163,Canned,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544,26,FD,0.48357277767610235,3,1
FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312,9,FD,0.8321337553677305,2,1
FDL43,10.1,Low Fat,0.027106459,Meat,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.969,14,FD,0.3861392426470521,1,0
FDF05,17.5,Low Fat,0.027022883,Frozen Foods,262.491,OUT017,2007,Small,Tier 2,Supermarket Type1,5259.82,6,FD,0.38494867868060156,2,1
DRF15,18.35,Low Fat,0.058153409,Dairy,152.034,OUT019,1985,Small,Tier 1,Grocery Store,306.268,28,DR,0.8284119039157518,1,1
FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.0176,4,FD,1.8367537702811847,3,0
FDV32,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.012,14,FD,1.2656409791787353,1,0
FDJ34,11.8,Regular,0.09357779,Snack Foods,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556,26,FD,1.3330423187766756,3,0
FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,OUT045,2002,Small,Tier 2,Supermarket Type1,3779.0808,11,FD,2.3603679651985225,2,1
FDQ04,6.4,Low Fat,0.148392623,Frozen Foods,41.5796,OUT019,1985,Small,Tier 1,Grocery Store,41.2796,28,FD,2.113895254988102,1,0
FDW13,8.5,Low Fat,0.098438394,Canned,51.1324,OUT017,2007,Small,Tier 2,Supermarket Type1,259.662,6,FD,1.4022830096159782,2,0
NCI17,8.645,Low Fat,0.143303291,Health and Hygiene,96.341,OUT013,1987,High,Tier 3,Supermarket Type1,193.082,26,NC,2.0413962685266314,3,0
FDY03,17.6,Regular,0.076276208,Meat,110.9202,OUT045,2002,Small,Tier 2,Supermarket Type1,1687.803,11,FD,1.0865763465862146,2,0
FDS12,9.1,Low Fat,0.175103435,Baking Goods,127.5362,OUT017,2007,Small,Tier 2,Supermarket Type1,4655.9394,6,FD,2.494398393231566,2,0
FDJ55,12.8,Regular,0.023511371,Meat,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,4950.8888,26,FD,0.33492618831304616,3,1
DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154,9,DR,0.8697139861725295,2,0
FDG28,9.285,Regular,0.049559042,Frozen Foods,246.4144,OUT017,2007,Small,Tier 2,Supermarket Type1,1225.072,6,FD,0.7059826937997857,2,1
FDY38,13.6,Regular,0.119418124,Dairy,231.03,OUT045,2002,Small,Tier 2,Supermarket Type1,5359.69,11,FD,1.7011452495396673,2,1
FDN01,8.895,Low Fat,0.072545601,Breakfast,176.237,OUT045,2002,Small,Tier 2,Supermarket Type1,1764.37,11,FD,1.0334327854300418,2,1
NCR54,16.35,Low Fat,0.090486828,Household,195.211,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343,26,NC,1.2890106831531951,3,1
FDG29,17.6,Low Fat,0.056245075,Frozen Foods,43.3454,OUT013,1987,High,Tier 3,Supermarket Type1,1006.6896,26,FD,0.8012271415874218,3,0
FDG24,7.975,Low Fat,0.014618973,Baking Goods,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925,26,FD,0.2082514415659273,3,0
FDG59,15.85,Low Fat,0.043479126,Starchy Foods,36.7164,OUT017,2007,Small,Tier 2,Supermarket Type1,308.9312,6,FD,0.6193725556184138,2,0
FDM28,15.7,Low Fat,0.045166237,Frozen Foods,178.666,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724,26,FD,0.6434059331909514,3,1
FDW04,8.985,Regular,0.057827101,Frozen Foods,128.831,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.141,16,FD,0.8237635533514205,1,0
FDS26,20.35,Low Fat,0.089394766,Dairy,260.1594,OUT013,1987,High,Tier 3,Supermarket Type1,2093.2752,26,FD,1.2734539483689273,3,1
FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,26,FD,1.50301207744304,3,0
FDK51,19.85,Low Fat,0.005234153,Dairy,264.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.7448,9,FD,0.07456200292774486,2,1
FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.6224,16,FD,0.5183884117122951,1,0
FDH19,19.35,Low Fat,0.03292824,Meat,173.1738,OUT027,1985,Medium,Tier 3,Supermarket Type3,7298.4996,28,FD,0.4690721741006587,3,1
FDY55,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,OUT013,1987,High,Tier 3,Supermarket Type1,7452.9652,26,FD,1.1574655303340748,3,1
FDY03,17.6,Regular,0.076552407,Meat,110.5202,OUT017,2007,Small,Tier 2,Supermarket Type1,450.0808,6,FD,1.0905108801481187,2,0
FDK21,7.905,Low Fat,0.016758569,Snack Foods,250.4408,OUT010,1998,Small,Tier 3,Grocery Store,500.6816,15,FD,0.2387305970694426,3,1
FDZ10,17.85,Low Fat,0.044248175,Snack Foods,126.202,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668.558,28,FD,0.6303278780535011,3,0
FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.3748,4,FD,0.5454247239222372,3,0
NCZ18,7.825,Low Fat,0.186032678,Household,253.0698,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.0752,9,NC,2.6500885781696133,2,1
NCF07,9.0,Low Fat,0.031867464,Household,101.0016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125.2336,28,NC,0.45396111731311706,3,0
DRE49,20.75,Low Fat,0.021370201,Soft Drinks,153.0024,OUT017,2007,Small,Tier 2,Supermarket Type1,2277.036,6,DR,0.30442461073042687,2,1
FDJ08,11.1,Low Fat,0.193772568,Fruits and Vegetables,190.3846,OUT019,1985,Small,Tier 1,Grocery Store,573.2538,28,FD,2.760345519615617,1,1
FDT39,6.26,Regular,0.009866049,Meat,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.049,9,FD,0.14054468305058607,2,1
FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,OUT010,1998,Small,Tier 3,Grocery Store,296.9468,15,FD,1.1759631472928644,3,1
NCD06,13.0,Low Fat,0.099729888,Household,46.306,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272,4,NC,1.4206807101434877,3,0
FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43,9,FD,0.2678334300858493,2,1
NCT54,8.695,Low Fat,0.119721451,Household,95.5094,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.7222,14,NC,1.7054662292019096,1,0
DRF49,7.27,Low Fat,0.071222087,Soft Drinks,113.5518,OUT045,2002,Small,Tier 2,Supermarket Type1,569.259,11,DR,1.014578950866377,2,0
FDM25,10.695,Regular,0.060371962,Breakfast,174.0712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.9664,28,FD,0.8600158244127944,3,1
FDF20,12.85,Low Fat,0.033287541,Fruits and Vegetables,198.4768,OUT045,2002,Small,Tier 2,Supermarket Type1,1379.5376,11,FD,0.47419051936376844,2,1
FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664,4,FD,0.8345546276466927,3,0
FDV60,20.2,Regular,0.11679292,Baking Goods,196.211,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508,28,FD,1.6637484695193034,3,1
FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462,14,FD,0.4480464890908246,1,0
FDK36,7.09,Low Fat,0.00721395,Baking Goods,47.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,583.2408,9,FD,0.10276477608136503,2,0
NCM31,6.095,Low Fat,0.081196619,Others,141.4154,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.154,16,NC,1.1566690052050415,1,0
FDE33,19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,OUT017,2007,Small,Tier 2,Supermarket Type1,942.7728,6,FD,0.7110728476432343,2,0
FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.9216,16,FD,0.659142885079885,1,0
FDV13,17.35,Regular,0.02747716,Canned,87.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251.7672,28,FD,0.39141998416288437,3,0
FDV20,20.2,Regular,0.104704537,Fruits and Vegetables,125.2678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356,28,FD,1.491546004547855,1,0
NCQ54,17.7,Low Fat,0.012540003,Household,167.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.659,9,NC,0.17863592073061854,2,1
FDO23,17.85,Low Fat,0.147023834,Breads,93.7436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.5232,4,FD,2.0943964651312776,3,0
DRE60,9.395,Low Fat,0.159657596,Soft Drinks,224.972,OUT045,2002,Small,Tier 2,Supermarket Type1,7696.648,11,DR,2.2743680095688275,2,1
DRP47,15.75,Low Fat,0.141398626,Hard Drinks,250.5382,OUT017,2007,Small,Tier 2,Supermarket Type1,2775.7202,6,DR,2.0142637721501644,2,1
FDB21,7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,OUT045,2002,Small,Tier 2,Supermarket Type1,5317.0788,11,FD,2.1200091177709712,2,1
FDR04,7.075,Low Fat,0.022584517999999998,Frozen Foods,98.0068,OUT018,2009,Medium,Tier 3,Supermarket Type2,874.8612,4,FD,0.32172290287229016,3,0
FDX23,6.445,Low Fat,0.029691762,Baking Goods,92.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.9796,16,FD,0.42296762153760187,1,0
FDX19,19.1,Low Fat,0.096715523,Fruits and Vegetables,235.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.0454,9,FD,1.3777402206401637,2,1
FDD40,20.25,Regular,0.014790559,Dairy,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324,9,FD,0.2106957330939663,2,1
FDA01,15.0,Regular,0.054378253,Canned,59.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136,16,FD,0.7746337295435671,1,0
FDS33,6.67,Regular,0.123428594,Snack Foods,89.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.8878,16,FD,1.7582755389831806,1,0
FDM50,13.0,Regular,0.029943463,Canned,60.222,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816,28,FD,0.4265531740995763,3,0
FDB29,16.7,Regular,0.052368061,Frozen Foods,112.7176,OUT013,1987,High,Tier 3,Supermarket Type1,801.6232,26,FD,0.7459979709424469,3,0
FDF46,7.07,Low Fat,0.093861144,Snack Foods,115.5834,OUT045,2002,Small,Tier 2,Supermarket Type1,1267.0174,11,FD,1.337078777355091,2,0
FDA33,6.48,Low Fat,0.033968647,Snack Foods,148.0076,OUT045,2002,Small,Tier 2,Supermarket Type1,886.8456,11,FD,0.48389306867138415,2,1
FDC08,19.0,Regular,0.173154079,Fruits and Vegetables,228.272,OUT010,1998,Small,Tier 3,Grocery Store,452.744,15,FD,2.466629260808571,3,1
FDB53,13.35,Low Fat,0.139735226,Frozen Foods,147.5392,OUT045,2002,Small,Tier 2,Supermarket Type1,3877.6192,11,FD,1.9905681645380042,2,1
FDY31,5.98,Low Fat,0.043351896,Fruits and Vegetables,146.6418,OUT027,1985,Medium,Tier 3,Supermarket Type3,4414.254,28,FD,0.6175601279663187,3,1
DRQ35,9.3,Low Fat,0.042086652,Hard Drinks,122.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,5448.9072,28,DR,0.5995363661786308,3,0
FDX36,9.695,Regular,0.12848269,Baking Goods,223.9404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.8888,14,FD,1.8302725785708853,1,1
DRD13,15.0,Low Fat,0.049357077,Soft Drinks,62.6168,OUT017,2007,Small,Tier 2,Supermarket Type1,958.752,6,DR,0.7031056447488119,2,0
FDC52,11.15,Regular,0.008326735,Dairy,149.9708,OUT017,2007,Small,Tier 2,Supermarket Type1,1956.1204,6,FD,0.11861671591345449,2,1
FDB45,20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404.2038,14,FD,0.3043213893929508,1,0
NCK19,9.8,Low Fat,0.151420934,Others,194.3478,OUT010,1998,Small,Tier 3,Grocery Store,387.4956,15,NC,2.1570344092405898,3,1
FDV51,16.35,Low Fat,0.032511818,Meat,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1,994.7052,26,FD,0.4631401238944119,3,1
FDZ35,9.6,Regular,0.022323658,Breads,101.299,OUT045,2002,Small,Tier 2,Supermarket Type1,1754.383,11,FD,0.31800687774201,2,0
NCW17,18.0,Low Fat,0.019292355,Health and Hygiene,129.9994,OUT027,1985,Medium,Tier 3,Supermarket Type3,3340.9844,28,NC,0.2748251015958252,3,0
FDV59,13.35,Low Fat,0.048124443,Breads,216.7166,OUT045,2002,Small,Tier 2,Supermarket Type1,3918.8988,11,FD,0.6855464217156225,2,1
DRH39,20.7,Low Fat,0.09261307,Dairy,76.367,OUT013,1987,High,Tier 3,Supermarket Type1,306.268,26,DR,1.3192996071164598,3,0
FDN60,15.1,Low Fat,0.094697274,Baking Goods,158.4604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.4308,28,FD,1.3489896877751675,3,1
FDU55,16.2,Low Fat,0.035984104,Fruits and Vegetables,260.6278,OUT045,2002,Small,Tier 2,Supermarket Type1,4425.5726,11,FD,0.5126038286997486,2,1
FDN58,13.8,Regular,0.056596985,Snack Foods,230.9984,OUT027,1985,Medium,Tier 3,Supermarket Type3,9267.936,28,FD,0.8062401999466832,3,1
FDC41,15.6,Low Fat,0.2047,Frozen Foods,76.867,OUT019,1985,Small,Tier 1,Grocery Store,229.701,28,FD,2.9160099063419374,1,0
FDO01,21.1,Regular,0.020618324,Breakfast,129.3994,OUT027,1985,Medium,Tier 3,Supermarket Type3,2055.9904,28,FD,0.2937139083349669,3,0
NCO43,5.5,Low Fat,0.04709821,Others,101.3016,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.6528,16,NC,0.6709274398191154,1,0
FDQ07,15.1,Regular,0.087584126,Fruits and Vegetables,221.7456,OUT045,2002,Small,Tier 2,Supermarket Type1,6410.3224,11,FD,1.247660864945288,2,1
