,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
13819,Sales & Marketing,region_29,Bachelor's,m,other,1,36,1.0,3,0,0,47
9371,Technology,region_2,Master's & above,m,sourcing,1,33,1.0,3,0,0,78
49033,Sales & Marketing,region_15,Bachelor's,f,other,1,27,5.0,2,0,0,47
40870,Legal,region_31,Bachelor's,m,sourcing,1,30,,1,0,0,60
6154,Sales & Marketing,region_5,Bachelor's,m,sourcing,2,34,3.0,7,0,0,48
12907,Operations,region_7,Bachelor's,f,other,1,38,4.0,6,1,0,63
49337,Procurement,region_2,Bachelor's,m,sourcing,1,33,5.0,6,1,0,69
8423,HR,region_22,Bachelor's,f,other,1,27,5.0,3,1,0,50
46819,Analytics,region_7,Master's & above,m,sourcing,2,33,3.0,3,1,0,83
6108,Sales & Marketing,region_1,Bachelor's,m,other,1,29,5.0,5,0,0,54
28693,Analytics,region_26,Bachelor's,f,other,1,27,3.0,3,1,0,84
13379,HR,region_20,Bachelor's,m,sourcing,1,27,5.0,3,1,0,48
47166,Analytics,region_2,Master's & above,m,sourcing,1,47,1.0,18,0,0,86
20334,Operations,region_2,,m,sourcing,1,38,5.0,6,0,0,56
47577,Technology,region_33,Master's & above,m,other,1,59,3.0,16,0,0,85
4735,Technology,region_2,Bachelor's,m,sourcing,1,23,3.0,2,0,0,78
29527,Sales & Marketing,region_15,Bachelor's,m,other,1,27,5.0,5,1,0,47
43282,Procurement,region_27,Bachelor's,m,other,1,33,4.0,7,1,0,67
50389,Analytics,region_32,Bachelor's,f,other,1,29,3.0,10,1,0,87
17452,Technology,region_7,Below Secondary,m,sourcing,1,23,3.0,2,0,0,91
39297,Sales & Marketing,region_15,Bachelor's,m,other,1,38,3.0,10,1,0,55
49640,Procurement,region_12,Bachelor's,f,other,1,35,4.0,9,0,0,74
47127,Sales & Marketing,region_31,Bachelor's,m,other,1,40,3.0,7,0,0,49
12532,Sales & Marketing,region_28,Master's & above,f,other,1,37,5.0,3,1,1,47
5707,Technology,region_2,Master's & above,m,other,1,39,5.0,10,1,0,78
26324,Technology,region_33,Master's & above,m,sourcing,1,53,5.0,19,1,0,82
842,Sales & Marketing,region_7,Master's & above,m,sourcing,1,42,5.0,11,1,0,54
18836,Sales & Marketing,region_22,Bachelor's,m,other,1,25,3.0,3,0,0,48
38325,Operations,region_22,Master's & above,m,other,1,38,4.0,9,1,0,55
6554,Procurement,region_2,Master's & above,m,other,1,52,4.0,23,1,0,70
37672,HR,region_7,Master's & above,f,other,1,43,5.0,9,1,0,49
43323,Technology,region_2,Master's & above,f,other,1,41,4.0,9,0,0,78
3225,Operations,region_13,Bachelor's,m,sourcing,1,53,4.0,10,0,0,58
45440,Technology,region_20,Master's & above,m,other,1,36,3.0,7,0,0,79
9698,Operations,region_15,Bachelor's,m,sourcing,1,37,3.0,3,0,0,59
27482,Operations,region_20,Bachelor's,m,other,1,30,5.0,8,1,0,62
23996,Analytics,region_15,Bachelor's,m,other,2,30,5.0,5,1,0,84
10157,Sales & Marketing,region_2,Bachelor's,m,other,2,40,4.0,3,0,0,50
17846,Operations,region_2,Bachelor's,m,sourcing,1,58,3.0,11,0,0,68
43793,Sales & Marketing,region_27,,m,other,1,32,1.0,3,0,0,52
2470,Procurement,region_2,Master's & above,f,sourcing,1,39,3.0,7,1,0,72
53363,Technology,region_22,Master's & above,m,sourcing,1,44,1.0,3,0,0,79
2878,Technology,region_31,Bachelor's,f,sourcing,1,26,,1,1,0,84
8005,Sales & Marketing,region_9,,m,sourcing,1,26,1.0,2,0,0,48
54246,HR,region_22,Bachelor's,f,other,1,29,3.0,4,0,0,46
20300,Operations,region_11,Master's & above,m,other,2,37,3.0,9,1,0,58
45592,Operations,region_24,Master's & above,f,other,1,36,3.0,2,0,0,63
38605,Procurement,region_5,Master's & above,f,sourcing,1,36,3.0,10,0,0,68
22573,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,40,1.0,13,0,0,47
9557,Operations,region_15,Bachelor's,f,other,3,38,5.0,3,1,0,61
27113,Operations,region_22,Bachelor's,m,sourcing,1,42,1.0,14,1,0,93
37624,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,30,1.0,3,1,0,50
43746,Sales & Marketing,region_15,Bachelor's,m,other,1,32,2.0,6,1,0,49
34464,Operations,region_7,Master's & above,m,sourcing,1,34,4.0,4,0,0,58
15083,Operations,region_19,Bachelor's,m,sourcing,2,44,4.0,10,1,0,59
24795,Procurement,region_17,Bachelor's,m,sourcing,1,54,3.0,14,1,0,73
1126,Procurement,region_13,Bachelor's,f,sourcing,1,40,4.0,12,1,0,68
31922,Sales & Marketing,region_7,Master's & above,m,sourcing,1,41,5.0,4,0,0,55
17869,Technology,region_13,Bachelor's,f,referred,1,33,4.0,4,0,0,75
39383,HR,region_27,Bachelor's,m,sourcing,2,23,3.0,2,0,0,52
47332,Operations,region_4,Master's & above,m,sourcing,1,48,5.0,17,0,0,59
1892,Operations,region_22,Bachelor's,f,other,1,36,4.0,4,1,0,59
18945,Operations,region_4,Master's & above,m,sourcing,1,37,5.0,10,1,0,60
42150,Sales & Marketing,region_2,Master's & above,f,sourcing,1,42,3.0,4,0,0,48
34781,Analytics,region_3,Bachelor's,m,sourcing,1,30,3.0,3,1,0,88
15254,Procurement,region_7,Bachelor's,f,other,1,34,4.0,6,1,1,69
53633,Analytics,region_22,Bachelor's,m,other,1,30,3.0,1,0,0,87
476,Procurement,region_17,Master's & above,m,other,1,45,3.0,16,0,0,87
17488,Sales & Marketing,region_2,Bachelor's,m,other,1,44,5.0,15,0,0,52
43333,Legal,region_22,Bachelor's,f,sourcing,1,28,4.0,2,0,0,65
44591,Procurement,region_17,Master's & above,f,referred,1,39,3.0,7,1,0,72
24541,HR,region_17,Bachelor's,f,other,1,26,5.0,2,1,0,47
4461,Operations,region_26,Bachelor's,m,other,1,27,4.0,2,0,0,57
23946,Sales & Marketing,region_27,Bachelor's,f,sourcing,1,33,4.0,7,0,0,49
38277,Procurement,region_2,Master's & above,f,other,1,55,2.0,17,0,0,74
53183,Technology,region_22,Master's & above,f,other,2,47,5.0,4,1,0,79
20480,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,42,3.0,13,0,0,62
48989,Procurement,region_6,Bachelor's,f,sourcing,1,29,3.0,2,0,0,69
26036,Finance,region_7,Bachelor's,m,sourcing,1,38,5.0,5,0,0,60
20250,Sales & Marketing,region_32,,f,sourcing,1,28,,1,0,0,48
47541,Technology,region_17,Master's & above,f,other,1,41,3.0,13,0,0,75
11262,Procurement,region_14,Bachelor's,f,other,1,28,,1,0,0,71
25993,Operations,region_27,Master's & above,f,other,1,43,3.0,11,0,1,99
34227,Sales & Marketing,region_30,Bachelor's,m,sourcing,2,36,3.0,11,1,0,51
28064,Analytics,region_25,Bachelor's,m,other,1,35,3.0,7,1,0,85
12601,HR,region_17,Bachelor's,f,sourcing,1,26,3.0,2,0,0,47
9839,Procurement,region_7,Bachelor's,f,other,1,31,4.0,2,1,0,67
52907,Procurement,region_19,Master's & above,m,other,1,37,3.0,4,0,0,67
40855,Procurement,region_8,Bachelor's,f,sourcing,1,30,5.0,2,1,0,71
33933,R&D,region_7,Bachelor's,m,sourcing,1,32,1.0,7,0,0,85
37265,Sales & Marketing,region_12,Bachelor's,m,other,1,27,,1,0,0,48
18054,Technology,region_7,Master's & above,m,other,1,45,3.0,12,1,0,77
12754,Operations,region_4,Bachelor's,m,other,1,33,5.0,10,0,0,58
4498,Technology,region_13,Bachelor's,m,other,1,38,3.0,7,1,0,81
44490,Technology,region_2,Master's & above,m,other,2,59,4.0,29,0,0,77
37431,Sales & Marketing,region_2,Bachelor's,m,other,1,33,5.0,3,1,0,48
547,Operations,region_11,Bachelor's,f,other,1,29,1.0,4,0,0,57
31230,Sales & Marketing,region_20,Bachelor's,m,other,1,35,1.0,5,0,0,49
30067,Operations,region_11,Bachelor's,m,sourcing,1,30,3.0,4,0,0,59
39766,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,30,,1,1,0,52
29142,Technology,region_23,Master's & above,m,other,1,39,5.0,12,1,0,81
2090,Operations,region_26,Master's & above,m,sourcing,1,44,3.0,6,0,0,56
49142,Operations,region_2,Master's & above,m,other,1,33,3.0,8,0,0,64
23742,Technology,region_2,Bachelor's,f,sourcing,3,34,5.0,7,1,0,86
20344,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,42,3.0,6,0,0,51
15646,Technology,region_33,Bachelor's,f,other,1,28,,1,0,0,80
2320,Analytics,region_22,Bachelor's,m,other,1,28,3.0,2,1,0,88
44745,Operations,region_2,Bachelor's,m,other,1,53,5.0,5,1,0,56
14579,Sales & Marketing,region_7,Bachelor's,m,other,2,26,3.0,2,0,0,46
27889,Sales & Marketing,region_20,Bachelor's,m,sourcing,3,29,3.0,4,0,0,48
16638,Technology,region_31,Master's & above,m,sourcing,1,50,5.0,2,1,0,77
22950,Finance,region_26,Bachelor's,m,other,1,35,1.0,2,0,0,56
31315,Operations,region_5,Bachelor's,f,sourcing,1,32,3.0,6,0,0,57
30176,Operations,region_7,Bachelor's,m,other,2,30,5.0,8,1,0,60
5049,Analytics,region_7,Bachelor's,m,sourcing,1,32,3.0,4,0,0,81
34695,Technology,region_15,Bachelor's,m,other,1,27,4.0,2,1,0,81
36735,Procurement,region_22,Bachelor's,m,other,2,29,3.0,2,0,0,71
12427,Sales & Marketing,region_7,Master's & above,f,other,1,36,5.0,4,1,0,54
41444,Analytics,region_16,Bachelor's,m,sourcing,1,40,4.0,10,0,0,82
46121,HR,region_2,Master's & above,m,sourcing,1,42,4.0,6,0,0,49
32907,HR,region_2,Bachelor's,f,other,1,32,5.0,2,1,0,49
29368,HR,region_26,Bachelor's,f,other,1,29,3.0,2,0,0,50
4879,Procurement,region_10,Master's & above,f,sourcing,1,34,3.0,3,0,0,73
36276,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,32,2.0,3,0,0,51
34358,Operations,region_31,Bachelor's,f,other,1,31,5.0,5,1,0,58
16875,Sales & Marketing,region_20,Bachelor's,m,other,1,33,5.0,7,1,0,47
5159,Technology,region_15,Bachelor's,f,other,1,31,1.0,5,0,0,83
46223,Operations,region_22,Bachelor's,m,sourcing,1,28,1.0,4,0,0,59
52364,Operations,region_22,Bachelor's,f,other,1,38,3.0,5,1,0,61
19629,Operations,region_20,Master's & above,f,other,1,34,3.0,10,1,0,56
18282,Procurement,region_7,Master's & above,m,other,2,46,5.0,14,1,0,70
67,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,27,,1,0,0,61
7601,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,34,3.0,8,0,0,53
35699,HR,region_13,Bachelor's,m,other,1,29,5.0,6,1,0,45
8380,Operations,region_26,Bachelor's,m,sourcing,1,36,1.0,10,0,0,67
2759,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,50,5.0,18,0,0,49
45806,Operations,region_23,Bachelor's,m,sourcing,1,43,3.0,11,0,0,62
7932,Procurement,region_24,Bachelor's,f,other,1,32,1.0,6,0,0,65
52457,Operations,region_23,Bachelor's,m,other,1,27,4.0,3,1,0,56
14164,Analytics,region_22,Bachelor's,m,other,1,26,5.0,2,1,0,89
44047,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,31,5.0,5,0,0,48
35646,Legal,region_7,Master's & above,m,sourcing,1,41,5.0,10,1,0,61
10361,Sales & Marketing,region_22,Bachelor's,f,other,1,29,4.0,5,0,0,49
24916,Sales & Marketing,region_30,Bachelor's,f,other,1,35,1.0,5,0,0,48
41091,Operations,region_2,,f,other,2,33,5.0,7,1,0,55
31481,Operations,region_29,Bachelor's,m,other,1,31,3.0,6,0,0,59
50984,HR,region_28,Bachelor's,m,sourcing,1,28,3.0,5,1,0,48
49901,Procurement,region_2,Bachelor's,m,other,2,26,3.0,2,0,0,67
22205,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,27,5.0,3,1,0,50
21191,Sales & Marketing,region_22,Master's & above,m,other,1,41,4.0,3,0,0,51
39082,Finance,region_26,Bachelor's,f,sourcing,1,29,5.0,2,1,0,60
12018,Technology,region_24,Master's & above,m,sourcing,1,34,4.0,9,0,0,78
34998,Procurement,region_11,Bachelor's,f,other,1,26,1.0,2,0,0,69
27772,Sales & Marketing,region_9,Bachelor's,m,other,2,30,1.0,2,0,0,51
37035,Procurement,region_2,Bachelor's,m,sourcing,3,37,3.0,11,0,0,72
30399,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,38,3.0,7,0,0,51
54238,Sales & Marketing,region_28,Bachelor's,m,other,2,34,5.0,5,0,0,52
25502,Technology,region_2,Bachelor's,f,sourcing,2,33,2.0,8,0,0,81
41030,Procurement,region_22,Master's & above,m,other,1,33,4.0,5,1,0,69
47346,HR,region_2,Master's & above,f,other,1,42,5.0,7,0,0,48
2334,Sales & Marketing,region_12,Master's & above,m,sourcing,1,41,1.0,3,0,0,50
7186,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,47,5.0,13,0,0,44
44863,Operations,region_14,Bachelor's,f,other,1,34,5.0,10,1,0,53
45025,Technology,region_7,Master's & above,f,other,1,52,3.0,5,0,0,76
44572,Operations,region_9,Master's & above,m,other,1,28,3.0,4,0,0,55
36719,Operations,region_15,Bachelor's,m,sourcing,1,39,5.0,13,0,0,59
988,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,39,4.0,7,1,0,50
38951,Sales & Marketing,region_27,Master's & above,m,other,1,33,3.0,4,1,1,95
48268,Procurement,region_2,Master's & above,m,other,1,45,2.0,7,0,0,71
45823,Procurement,region_30,Bachelor's,m,other,2,26,5.0,5,1,0,71
38976,Sales & Marketing,region_2,,f,sourcing,2,25,,1,1,0,50
4245,Procurement,region_31,Master's & above,f,other,1,33,5.0,6,0,0,67
23925,Technology,region_11,Bachelor's,m,sourcing,1,28,,1,1,0,72
15380,Analytics,region_22,,m,other,1,28,,1,0,0,83
40904,Operations,region_21,Bachelor's,m,other,1,27,4.0,2,0,0,66
35354,Procurement,region_2,Bachelor's,m,other,2,30,2.0,2,0,0,71
5882,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,33,4.0,9,1,0,52
38891,Technology,region_22,Bachelor's,f,sourcing,1,28,,1,1,0,82
21644,HR,region_7,Bachelor's,f,other,1,31,,1,1,0,49
43161,HR,region_2,Bachelor's,m,other,1,59,3.0,2,0,0,52
4523,Technology,region_29,Bachelor's,f,sourcing,2,31,3.0,6,0,0,74
43845,Operations,region_31,Bachelor's,f,other,1,31,3.0,8,0,0,61
2879,Sales & Marketing,region_3,Bachelor's,m,sourcing,3,29,1.0,3,0,0,49
46251,Procurement,region_22,Bachelor's,m,other,1,27,4.0,2,0,0,70
52317,Legal,region_2,Below Secondary,m,other,1,26,1.0,2,0,0,61
41940,Operations,region_2,Bachelor's,m,sourcing,1,52,1.0,26,0,0,64
24456,Finance,region_2,Bachelor's,f,sourcing,1,53,3.0,24,0,0,58
22491,R&D,region_22,,m,sourcing,1,27,1.0,3,0,0,82
47204,Operations,region_2,Bachelor's,f,sourcing,1,28,3.0,4,0,0,61
30662,HR,region_7,Master's & above,m,other,1,42,2.0,13,0,0,52
30855,Finance,region_15,Bachelor's,m,sourcing,2,33,5.0,7,1,0,57
15102,Legal,region_6,Bachelor's,m,sourcing,1,29,3.0,2,1,0,59
50136,HR,region_2,Bachelor's,f,sourcing,1,36,3.0,4,1,0,49
39129,Sales & Marketing,region_26,,m,other,1,29,4.0,4,0,0,52
7085,Operations,region_2,Bachelor's,f,other,2,38,3.0,3,0,0,57
33408,Finance,region_4,Bachelor's,m,sourcing,1,29,5.0,1,1,1,94
46245,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,49,2.0,6,0,0,46
11313,Legal,region_2,Bachelor's,m,sourcing,1,31,4.0,5,0,0,65
41827,Operations,region_16,Bachelor's,f,sourcing,1,39,4.0,12,0,0,59
52351,Technology,region_7,Master's & above,f,sourcing,1,45,1.0,7,1,0,80
42049,Sales & Marketing,region_26,Bachelor's,m,other,1,37,1.0,6,0,0,42
23476,Operations,region_32,Bachelor's,f,sourcing,1,36,5.0,6,1,1,59
46544,Sales & Marketing,region_26,Bachelor's,m,other,1,33,4.0,6,0,0,51
28447,Finance,region_15,Master's & above,m,other,1,32,5.0,6,1,0,57
4112,Technology,region_2,Master's & above,f,other,1,37,3.0,7,0,0,77
7598,Sales & Marketing,region_16,Bachelor's,m,other,1,33,2.0,4,0,0,50
27488,Operations,region_7,Bachelor's,f,other,1,39,3.0,4,1,0,60
19772,Procurement,region_2,Bachelor's,f,sourcing,2,27,3.0,2,0,0,70
7285,Procurement,region_2,Bachelor's,f,other,5,30,3.0,3,0,0,74
38248,Analytics,region_22,Bachelor's,m,other,1,30,5.0,3,0,0,83
818,Operations,region_15,Master's & above,m,sourcing,1,43,2.0,3,0,0,59
40851,Analytics,region_28,Master's & above,m,other,3,32,5.0,5,1,0,82
47412,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,34,5.0,4,0,0,54
52716,Operations,region_4,Bachelor's,f,other,1,27,5.0,5,1,0,60
35472,Sales & Marketing,region_33,Bachelor's,m,sourcing,1,35,1.0,2,0,0,51
38840,Operations,region_4,Bachelor's,m,other,1,53,3.0,16,0,0,62
10794,Sales & Marketing,region_2,Bachelor's,m,other,2,35,1.0,8,0,0,48
26503,Sales & Marketing,region_17,Master's & above,m,sourcing,1,35,5.0,8,0,0,48
23236,Sales & Marketing,region_31,Bachelor's,f,other,1,33,3.0,9,0,0,48
40811,Operations,region_2,Bachelor's,f,sourcing,1,45,5.0,19,0,0,60
37367,Finance,region_22,Bachelor's,f,other,1,28,3.0,2,0,0,62
50773,Operations,region_22,Below Secondary,m,sourcing,1,26,3.0,4,0,0,61
45249,Technology,region_7,Bachelor's,m,sourcing,1,32,2.0,4,1,0,86
46041,Sales & Marketing,region_2,Master's & above,f,sourcing,1,38,3.0,9,0,0,50
6955,Operations,region_15,Bachelor's,f,other,1,32,5.0,6,0,0,88
9003,Sales & Marketing,region_2,Bachelor's,m,other,2,36,2.0,4,1,0,52
36653,Operations,region_16,Bachelor's,m,other,1,26,3.0,5,1,1,60
11856,Technology,region_23,Master's & above,m,other,1,34,3.0,5,1,0,78
11375,Procurement,region_2,Bachelor's,f,other,1,30,2.0,3,0,0,70
11865,Sales & Marketing,region_22,Bachelor's,m,sourcing,4,28,3.0,6,0,0,51
10028,HR,region_2,Below Secondary,f,referred,1,25,,1,0,0,51
20094,Operations,region_15,Bachelor's,m,other,1,32,5.0,7,0,0,59
5078,Sales & Marketing,region_6,Bachelor's,m,other,1,33,1.0,9,0,0,47
17272,Procurement,region_13,Bachelor's,f,sourcing,1,29,3.0,4,1,0,97
32025,Analytics,region_14,Master's & above,m,sourcing,1,35,3.0,3,0,0,87
7799,Operations,region_32,Bachelor's,m,sourcing,1,37,3.0,11,0,0,56
30440,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,31,4.0,2,1,0,50
47060,Sales & Marketing,region_20,Master's & above,m,sourcing,1,38,4.0,7,1,0,51
9660,Sales & Marketing,region_4,Bachelor's,m,other,1,42,4.0,10,0,0,53
45330,Operations,region_19,Master's & above,m,other,1,37,3.0,4,1,0,58
42441,Sales & Marketing,region_9,Bachelor's,m,other,2,26,3.0,2,0,0,48
18688,Analytics,region_14,Bachelor's,m,sourcing,2,32,3.0,3,0,0,82
22674,Technology,region_5,Bachelor's,f,sourcing,1,34,3.0,5,0,0,86
42545,Procurement,region_2,Bachelor's,f,other,1,39,4.0,10,0,0,66
18515,Sales & Marketing,region_7,,m,other,2,26,3.0,3,0,0,47
11773,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,60,3.0,8,0,0,47
49067,Operations,region_22,Bachelor's,f,other,1,32,5.0,8,1,0,58
30245,HR,region_19,Bachelor's,m,sourcing,1,29,5.0,7,0,0,54
11567,Technology,region_22,Master's & above,f,sourcing,1,32,4.0,5,0,0,79
205,HR,region_2,Master's & above,m,sourcing,1,44,5.0,6,0,0,48
24968,Operations,region_2,Master's & above,m,sourcing,1,48,1.0,6,0,0,57
47827,Sales & Marketing,region_22,,m,other,1,21,,1,1,0,52
30016,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,29,2.0,2,0,0,50
48708,Finance,region_4,Bachelor's,m,sourcing,1,29,2.0,5,1,0,61
9751,Sales & Marketing,region_9,,m,other,1,31,2.0,5,0,0,51
30377,Operations,region_7,Bachelor's,m,other,1,57,5.0,5,1,0,59
35071,Operations,region_23,Master's & above,f,other,1,33,3.0,3,0,0,58
11901,HR,region_7,Bachelor's,f,other,1,26,3.0,3,0,0,48
21777,Operations,region_2,,f,sourcing,1,40,3.0,11,0,0,59
12644,Technology,region_13,Bachelor's,f,other,1,30,3.0,5,1,0,81
12717,Analytics,region_27,Bachelor's,m,sourcing,2,30,1.0,5,0,0,82
21748,Sales & Marketing,region_23,Master's & above,m,other,3,33,2.0,7,0,0,46
21271,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,24,3.0,2,0,0,52
47067,Procurement,region_15,Master's & above,f,other,1,32,3.0,3,0,0,85
54419,Operations,region_15,Bachelor's,m,referred,1,37,5.0,7,0,0,60
31707,Technology,region_13,Master's & above,m,other,1,45,2.0,3,1,0,77
42437,Sales & Marketing,region_20,Master's & above,m,other,1,37,4.0,9,1,0,49
41298,HR,region_4,Master's & above,m,other,1,36,3.0,7,0,0,48
40756,Operations,region_2,Bachelor's,m,sourcing,1,51,5.0,22,0,0,62
19230,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,32,5.0,6,1,0,48
32819,Sales & Marketing,region_2,Master's & above,m,other,2,53,3.0,9,0,0,51
21127,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,32,5.0,5,0,0,47
51911,Operations,region_22,Master's & above,m,sourcing,1,51,5.0,8,1,0,63
51733,Procurement,region_26,Bachelor's,f,other,1,40,3.0,8,1,0,64
19317,Analytics,region_2,Bachelor's,m,other,2,31,4.0,10,0,0,88
35720,Procurement,region_30,Bachelor's,m,other,2,31,4.0,4,0,0,69
22852,Procurement,region_10,Master's & above,m,sourcing,1,31,,1,1,0,72
48554,Procurement,region_16,Below Secondary,m,sourcing,1,23,3.0,2,0,0,74
7053,Procurement,region_30,Master's & above,m,other,1,35,4.0,6,0,0,66
15293,Sales & Marketing,region_28,Bachelor's,m,other,1,34,2.0,8,1,0,46
8647,Operations,region_15,Bachelor's,m,other,1,27,5.0,4,1,0,62
10654,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,46,4.0,18,0,0,44
35511,Technology,region_2,Bachelor's,f,other,2,29,4.0,4,0,0,82
27947,Analytics,region_2,Bachelor's,f,other,1,30,3.0,3,0,0,83
42268,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,29,,1,0,0,48
15817,Operations,region_15,Bachelor's,f,other,1,36,5.0,4,1,0,66
20088,Operations,region_23,Bachelor's,m,other,1,34,4.0,9,0,0,57
40219,Legal,region_24,Bachelor's,m,sourcing,1,33,4.0,7,1,0,59
52209,Technology,region_1,Bachelor's,m,other,1,29,3.0,7,0,0,80
51643,Analytics,region_32,Bachelor's,m,sourcing,1,39,5.0,6,1,0,85
53460,HR,region_7,Bachelor's,m,sourcing,2,26,3.0,2,0,0,51
40336,Operations,region_2,Master's & above,f,other,1,54,4.0,13,1,0,58
7485,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,41,1.0,6,0,0,51
11766,Sales & Marketing,region_33,Bachelor's,m,other,1,37,5.0,7,1,0,57
21799,Procurement,region_2,Bachelor's,m,sourcing,5,30,,1,0,0,71
32738,HR,region_11,Bachelor's,m,other,1,31,3.0,6,0,0,48
29003,Technology,region_10,Master's & above,m,other,2,33,3.0,7,0,0,77
32100,Analytics,region_2,Bachelor's,m,sourcing,1,60,3.0,7,0,0,82
20898,Technology,region_13,Master's & above,m,sourcing,2,45,2.0,11,0,0,78
43456,Analytics,region_22,Bachelor's,m,other,1,30,4.0,2,0,0,81
27882,Procurement,region_8,Master's & above,m,other,1,39,2.0,5,1,0,72
20815,Operations,region_11,Bachelor's,m,sourcing,2,27,3.0,5,0,0,52
45949,HR,region_13,Bachelor's,m,other,1,34,2.0,6,0,0,51
52595,Operations,region_25,Bachelor's,f,other,1,31,3.0,6,1,0,60
4310,Sales & Marketing,region_22,Master's & above,m,other,1,47,1.0,2,1,0,49
32874,Analytics,region_12,Bachelor's,m,sourcing,1,30,1.0,8,0,0,89
22732,Operations,region_7,Bachelor's,f,other,1,35,5.0,5,1,0,58
22410,Sales & Marketing,region_3,Bachelor's,m,other,1,26,3.0,2,0,0,48
5290,Sales & Marketing,region_22,Bachelor's,f,other,1,33,1.0,7,0,0,51
37317,Procurement,region_24,Master's & above,m,other,1,32,1.0,2,0,0,73
48441,Operations,region_16,Master's & above,f,other,1,33,4.0,4,1,0,58
40796,Operations,region_26,Bachelor's,m,sourcing,1,36,5.0,9,1,0,56
44484,Sales & Marketing,region_2,Master's & above,m,other,3,44,1.0,6,0,0,53
30365,Technology,region_5,Master's & above,m,other,3,35,3.0,2,0,0,76
5276,Procurement,region_14,Master's & above,m,sourcing,1,35,5.0,8,0,0,69
7494,Sales & Marketing,region_13,Master's & above,m,other,1,42,3.0,7,0,0,47
19526,Analytics,region_19,Bachelor's,m,other,2,38,4.0,10,0,0,84
14056,Operations,region_2,Master's & above,f,sourcing,1,51,4.0,4,1,0,59
32240,Operations,region_30,Bachelor's,f,other,1,34,5.0,7,0,0,58
26890,Technology,region_16,Bachelor's,m,sourcing,1,29,1.0,2,0,0,83
50382,Sales & Marketing,region_7,Master's & above,m,sourcing,1,48,4.0,17,0,0,46
46764,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,33,4.0,7,0,0,49
8088,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,40,2.0,15,0,0,49
